Date Table.Date.Variation.Date Hierarchy.Month,Date Table.Date.Variation.Date Hierarchy.Year,Superstore.Region,Superstore.State,Sum(Superstore.Sales),Sum(Superstore.Cost),CountNonNull(Superstore.Order ID),CountNonNull(Superstore.Product Name),CountNonNull(Superstore.Customer Name)
December,2015,West,Wyoming,,,,,
January,2016,West,Wyoming,,,,,
February,2016,West,Wyoming,,,,,
March,2016,West,Wyoming,,,,,
April,2016,West,Wyoming,,,,,
May,2016,West,Wyoming,,,,,
June,2016,West,Wyoming,,,,,
July,2016,West,Wyoming,,,,,
August,2016,West,Wyoming,,,,,
September,2016,West,Wyoming,,,,,
October,2016,West,Wyoming,,,,,
November,2016,West,Wyoming,,,,,
December,2016,West,Wyoming,,,,,
January,2017,West,Wyoming,,,,,
February,2017,West,Wyoming,,,,,
March,2017,West,Wyoming,,,,,
April,2017,West,Wyoming,,,,,
May,2017,West,Wyoming,,,,,
June,2017,West,Wyoming,,,,,
July,2017,West,Wyoming,,,,,
August,2017,West,Wyoming,,,,,
September,2017,West,Wyoming,,,,,
October,2017,West,Wyoming,,,,,
November,2017,West,Wyoming,1603.136,1502.74,1,1,1
December,2017,West,Wyoming,,,,,
January,2018,West,Wyoming,,,,,
February,2018,West,Wyoming,,,,,
March,2018,West,Wyoming,,,,,
April,2018,West,Wyoming,,,,,
May,2018,West,Wyoming,,,,,
June,2018,West,Wyoming,,,,,
July,2018,West,Wyoming,,,,,
August,2018,West,Wyoming,,,,,
September,2018,West,Wyoming,,,,,
October,2018,West,Wyoming,,,,,
November,2018,West,Wyoming,,,,,
December,2018,West,Wyoming,,,,,
