forbes_billionaires_geo.Rank,forbes_billionaires_geo.Name,forbes_billionaires_geo.Country,forbes_billionaires_geo.Source,Sum(forbes_billionaires_geo.Age),Sum(forbes_billionaires_geo.NetWorth),Sum(forbes_billionaires_geo.Children)
956,Steve Wynn,United States,"casinos, hotels",79,3.2,2
956,Thai Lee,United States,IT provider,62,3.2,2
956,Tomasz Biernacki,Poland,supermarkets,48,3.2,
956,Tsai Cheng-ta,Taiwan,finance,71,3.2,
956,Tsai Hong-tu,Taiwan,finance,68,3.2,3
956,Yoichi & Keiko Erikawa,Japan,videogames,,3.2,
956,Zhang Li,China,real estate,68,3.2,1
956,Zygmunt Solorz-Zak,Poland,TV broadcasting,64,3.2,3
6,Warren Buffett,United States,Berkshire Hathaway,90,96,3
7,Larry Ellison,United States,software,76,93,4
27,Charles Koch,United States,Koch Industries,85,46.4,2
27,Julia Koch & family,United States,Koch Industries,59,46.4,3
8,Larry Page,United States,Google,48,91.5,1
589,Alan Trefler,United States,software,65,4.8,
589,Bidzina Ivanishvili,Georgia,investments,65,4.8,4
589,Chairul Tanjung,Indonesia,diversified,58,4.8,2
589,"Edward Johnson, IV.",United States,money management,56,4.8,
589,Elizabeth Johnson,United States,money management,58,4.8,
589,Frank Wang,China,drones,40,4.8,
589,Huang Yi,Hong Kong,car dealerships,59,4.8,
589,Issad Rebrab & family,Algeria,food,77,4.8,5
589,"John, Alan & Bruce Wilson",Australia,retailing,,4.8,
589,Lin Shu-hong,Taiwan,petrochemicals,92,4.8,4
589,M.A. Yusuff Ali,India,retail,65,4.8,3
589,Pierre Bellon & family,France,food services,91,4.8,4
589,Radovan Vitek,Czechia,real estate,50,4.8,4
589,Richard Branson,United Kingdom,Virgin,70,4.8,2
589,Ted Lerner & family,United States,real estate,95,4.8,3
589,Thomas Schmidheiny,Switzerland,cement,75,4.8,4
589,Wang Xicheng & family,China,tires,72,4.8,
589,Wang Zhendong,China,education,44,4.8,
589,Yuri Milner,Israel,tech investments,59,4.8,3
404,Antti Herlin,Finland,"elevators, escalators",64,6.5,4
404,Brian Armstrong,United States,cryptocurrency,38,6.5,
404,Chu Mang Yee & family,China,real estate,61,6.5,1
404,David Siegel,United States,hedge funds,86,6.5,13
404,Denise Coates,United Kingdom,online gambling,53,6.5,5
404,Georg Stumpf,Austria,"real estate, construction",48,6.5,
404,Gopikishan Damani,India,"retail, investments",63,6.5,2
404,Horst Julius Pudwill,Germany,manufacturing,76,6.5,1
404,James Goodnight,United States,software,78,6.5,3
404,John Overdeck,United States,hedge funds,51,6.5,3
404,Liu Yongxing,China,diversified,72,6.5,1
404,Prajogo Pangestu,Indonesia,petrochemicals,76,6.5,3
404,Ronda Stryker,United States,medical equipment,67,6.5,3
404,Sri Prakash Lohia,Indonesia,petrochemicals,68,6.5,2
705,Cho Tak Wong,Hong Kong,auto parts,74,4.1,3
705,Dan Friedkin,United States,Toyota dealerships,56,4.1,4
705,Daniel Kretinsky,Czechia,"energy, investments",45,4.1,1
705,David Bonderman,United States,private equity,78,4.1,5
705,Gabe Newell,United States,videogames,58,4.1,2
705,Hong Ra-hee,South Korea,Samsung,75,4.1,3
705,Janice McNair,United States,"energy, sports",84,4.1,4
705,Ji Qi,China,"hotels, motels",54,4.1,
705,John Morris,United States,sporting goods retail,73,4.1,4
705,Jon Stryker,United States,medical equipment,63,4.1,2
705,Julio Ponce Lerou,Chile,fertilizer,75,4.1,1
705,Katharina Otto-Bernstein,Germany,real estate,57,4.1,2
705,Laurence Graff & family,United Kingdom,diamond jewelry,82,4.1,5
705,Margot Birmingham Perot,United States,"computer services, real estate",87,4.1,5
705,Martin Haefner,Switzerland,"software, investments",67,4.1,
705,Matthew Calkins,United States,software,48,4.1,2
705,Piero Ferrari,Italy,automobiles,75,4.1,1
705,"Rupert Johnson, Jr.",United States,money management,80,4.1,
705,Samuel Yin,Taiwan,retail,70,4.1,2
705,Suh Kyung-bae,South Korea,cosmetics,58,4.1,2
705,William Lauder,United States,Estee Lauder,61,4.1,
705,Xu Jingren,China,pharmaceuticals,76,4.1,2
752,Beatriz Davila de Santo Domingo,Colombia,beer,82,3.9,2
752,Ben Silbermann,United States,Pinterest,38,3.9,2
752,Che Jianxing,China,furniture retailing,54,3.9,
752,Dan Olsson,Sweden,diversified,74,3.9,
752,Du Weimin,China,vaccines,57,3.9,
752,Erik Selin,Sweden,real estate,53,3.9,
752,Gilles Martin,France,laboratory services,57,3.9,
752,Jeff Greene,United States,"real estate, investments",66,3.9,3
752,Jin Baofang,China,solar energy,68,3.9,
752,Johnelle Hunt,United States,trucking,89,3.9,2
752,Kuan Kam Hon & family,Malaysia,synthetic gloves,73,3.9,3
752,Mark Shoen,United States,U-Haul,70,3.9,1
752,Masahiro Miki,Japan,shoes,65,3.9,
752,Maximilian Viessmann,Germany,heating and cooling equipment,,3.9,
752,Paul Gauselmann & family,Germany,gambling,86,3.9,4
752,Rafael Del Pino,Spain,construction,62,3.9,6
752,Rakesh Gangwal,United States,airline,67,3.9,1
752,Robert Rowling,United States,"hotels, investments",67,3.9,2
752,"Stephen Mandel, Jr.",United States,hedge funds,65,3.9,3
752,Wang Linpeng,China,furniture retailing,53,3.9,
752,Wu Zhigang & family,China,bakery chain,86,3.9,3
752,Yi Zheng,China,software,50,3.9,
752,Zhang Wenzhong,China,supermarkets,59,3.9,
9,Sergey Brin,United States,Google,47,89,3
807,Barry Sternlicht,United States,private equity,60,3.7,3
807,Candido Pinheiro Koren de Lima,Brazil,"hospitals, health insurance",74,3.7,2
807,David Rubenstein,United States,private equity,71,3.7,3
807,David Steward,United States,IT provider,69,3.7,
807,Herbert Wertheim,United States,investments,81,3.7,
807,J. Joe Ricketts & family,United States,TD Ameritrade,79,3.7,4
807,Jeff Rothschild,United States,Facebook,66,3.7,3
807,Kong Jian Min,China,real estate,53,3.7,
807,Li Liangbin,China,lithium,53,3.7,
807,Li Yongxin & family,China,education,45,3.7,
807,Maria-Elisabeth Schaeffler-Thumann,Germany,auto parts,79,3.7,
807,Marian Ilitch,United States,Little Caesars,88,3.7,7
807,Mark Stevens,United States,venture capital,61,3.7,3
807,Mary Alice Dorrance Malone,United States,Campbell Soup,71,3.7,2
807,Michael Milken,United States,investments,74,3.7,3
807,Paolo & Gianfelice Mario Rocca,Italy,pipe manufacturing,,3.7,
807,Peter Gilgan,Canada,homebuilding,70,3.7,8
807,Ronald Perelman,United States,leveraged buyouts,78,3.7,8
807,Russ Weiner,United States,energy drinks,51,3.7,
807,Steven Spielberg,United States,movies,74,3.7,7
807,Todd Wanek,United States,furniture,57,3.7,2
807,Vincent Viola,United States,electronic trading,65,3.7,3
807,Wang Roger,United States,retail,72,3.7,2
807,Xu Shugen,China,"construction, mining machinery",55,3.7,
10,Mukesh Ambani,India,diversified,64,84.5,3
1174,Franziska Wuerbser & Gabriella Meister,Germany,appliances,,2.7,
1174,Georg Haub,Germany,retail,59,2.7,
1174,"H. Ross Perot, Jr.",United States,real estate,62,2.7,4
1174,Harley Sy,Philippines,diversified,61,2.7,
1174,"Henry Sy, Jr.",Philippines,diversified,68,2.7,3
1174,James Jannard,United States,sunglasses,71,2.7,4
1174,John Paul DeJoria,United States,"hair products, tequila",77,2.7,6
1174,Lim Kok Thay,Malaysia,casinos,69,2.7,3
1174,Lu Zhiqiang,China,real estate,68,2.7,
1174,Luciano Hang,Brazil,department stores,58,2.7,3
1174,Miriam Baumann-Blocher,Switzerland,chemicals,46,2.7,
1174,Mitchell Goldhar,Canada,real estate,59,2.7,
1174,Mortimer Zuckerman,United States,"real estate, media",83,2.7,2
1174,Nan Cunhui,China,power equipment,57,2.7,
1174,Oprah Winfrey,United States,TV shows,67,2.7,
1174,Ou Zongrong & family,China,real estate,57,2.7,
1174,Richard Peery,United States,real estate,82,2.7,4
1174,Sean Parker,United States,Facebook,41,2.7,2
1174,Sergio Mantegazza,Switzerland,travel,93,2.7,2
1174,Su Suyu & family,China,"utilities, real estate",72,2.7,
1174,Sun Shoukuan,China,"metals, coal",71,2.7,2
1174,Tao Yuequn,China,Contact Lens,61,2.7,
1174,Teresita Sy-Coson,Philippines,diversified,70,2.7,3
1174,Timothy Boyle,United States,Columbia Sportswear,71,2.7,2
1174,Tong Jinquan,China,real estate,66,2.7,2
1174,Tsai Ming-kai,Taiwan,semiconductors,71,2.7,2
1174,Valentin Kipyatkov,Russia,computer software,44,2.7,1
1174,Victor Jacobsson,Sweden,fintech,39,2.7,
1174,Vinod Khosla,United States,venture capital,66,2.7,4
1174,Yitzhak Tshuva,Israel,real estate,72,2.7,5
1174,Zhang Wanzhen,China,electronics components,71,2.7,
2674,A. Jayson Adair,United States,damaged cars,51,1,2
2674,Alan Rydge,Australia,entertainment,68,1,
2674,Albert Avdolyan,Russia,"oil, mining",50,1,4
2674,Anton Rabie,Canada,toys,49,1,
2674,Ashok Kajaria,India,tiles,73,1,2
2674,Axel Stawski,United States,real estate,70,1,
2674,Baiju Bhatt,United States,stock trading app,36,1,1
2674,Bom Kim,United States,online retailing,42,1,1
2674,Carmen Daurella Aguilera,Spain,Coca-Cola bottler,,1,
2674,Chang Byung-gyu,South Korea,Bluehole,48,1,
2674,Chung Mong-joon,South Korea,"shipbuilding, industrial machines",69,1,4
2674,Clelia Haji-Ioannou,Cyprus,EasyJet,50,1,2
2674,Daniel Yong Zhang,China,e-commerce,49,1,
2674,David Harding,United Kingdom,finance,59,1,
2674,David Helgason,Iceland,game software,43,1,
2674,David Katzman,United States,teeth aligners,61,1,
2674,David Penaloza Alanis,Mexico,toll roads,47,1,
2674,George Pedersen,United States,defense contractor,85,1,3
2674,Gim Seong-gon,South Korea,renewable energy,67,1,
2674,Gou Yiqun,China,restaurant,48,1,
2674,GT Dave,United States,kombucha,44,1,
2674,Hang Hong,China,machinery,53,1,
2674,Hartley Rogers,United States,asset management,61,1,3
2674,Horst-Otto Gerberding,Germany,flavors and fragrances,68,1,3
2674,Hou Jianbin,China,education,39,1,
2674,Hur Young-in,South Korea,"bakeries, fast food",71,1,2
2674,Ina Chan,Hong Kong,casinos,67,1,3
2674,J. Wayne Weaver,United States,shoes,85,1,2
2674,Jiang Long,China,manufacturing,47,1,
2674,Jorge Rodriguez Rodriguez,Peru,processed milk,75,1,2
2674,Jose Elias,Spain,wind power,44,1,3
2674,Jose Llado Fernandez-Urrutia,Spain,construction,87,1,5
2674,Kenneth Lo,United Kingdom,textiles,82,1,4
2674,Kim Kardashian West,United States,"cosmetics, reality TV",40,1,4
2674,Larry Fink,United States,money management,68,1,3
2674,Lev Kvetnoi,Russia,cement,55,1,2
2674,Li Yinan,China,investments,,1,
2674,Liu Qingfeng,China,software,48,1,
2674,Ma Hong,China,machinery,53,1,
2674,Manny Stul,Australia,toys,71,1,2
2674,Mao Huihua,Canada,pharmaceuticals,59,1,
2674,Marco Squinzi,Italy,chemical products,49,1,
2674,Maria Pinheiro,Brazil,supermarkets,,1,
2674,Mark Haoyong Yang,China,e-commerce,46,1,
2674,Masatoshi Kumagai,Japan,Internet services,57,1,1
2674,Michael McCain,Canada,packaged meats,,1,
2674,Mofatraj Munot,India,real estate,76,1,3
2674,Morris Kahn,Israel,software,91,1,
2674,Mukand Lal Dua,India,footwear,72,1,3
2674,Murat Vargi,Turkey,telecom,73,1,2
2674,Rafique Malik,India,footwear,70,1,5
2674,Ramesh Kumar Dua,India,footwear,67,1,3
2674,Rit Thirakomen,Thailand,restaurants,69,1,3
2674,Ronnen Harary,Canada,toys,49,1,
2674,Ruben Vardanyan,Russia,investment banking,52,1,4
2674,Sandy Weill,United States,Citigroup,88,1,2
2674,Scott Smith,United States,cloud computing,,1,
2674,Sergei Makhlai,Russia,fertilizers,52,1,1
2674,Shin Dong-joo,South Korea,retail,67,1,1
2674,Surin Upatkoon,Thailand,"telecom, lotteries, insurance",72,1,3
2674,T.S. Kalyanaraman,India,jewelry,73,1,3
2674,Tong Judy Wenhong,China,e-commerce,,1,
2674,Tsai Chi-jui,Taiwan,shoes,81,1,3
2674,Tyler Perry,United States,"movies, television",51,1,1
2674,Vadim Yakunin,Russia,pharmacy,58,1,3
2674,Veronica Squinzi,Italy,chemical products,49,1,
2674,Vitaly Orlov,Russia,fisheries,56,1,4
2674,Vlad Tenev,United States,stock trading,34,1,1
2674,Vlad Vendrow & family,United States,software,53,1,
2674,Vladimir Leschikov,Russia,real estate,64,1,7
2674,Wang Qiangxiang,China,artificial turf,49,1,
2674,Wang Wenjian,China,optical devices,74,1,
2674,"Wilbur 'Ed' Bosarge, Jr.",United States,high speed trading,81,1,2
2674,Xia Zhisheng & family,China,home appliances,79,1,
2674,Xu Jin,China,wine,56,1,
2674,Yao Hsiao Tung,Singapore,manufacturing,81,1,
2674,Yu De-Chao,United States,pharmaceuticals,57,1,
2674,Zakhar Smushkin,Russia,"pulp and paper, diversified",59,1,1
2674,Zhang Yuqiang,China,Fiberglass,65,1,
2674,Zhao Meiguang,China,gold mining,58,1,
2674,Zhong Naixiong,China,conglomerate,58,1,
2674,Zhou Wei family,China,software,54,1,
358,Anthony Wood,United States,Roku,55,7.1,3
358,Carl Bennet,Sweden,investments,69,7.1,1
358,Gang Ye,Singapore,gaming,40,7.1,2
358,Johann Graf,Austria,gambling,74,7.1,3
358,Johann Rupert & family,South Africa,luxury goods,70,7.1,3
358,Li Hua,China,financial services,43,7.1,
358,Magdalena Martullo-Blocher,Switzerland,chemicals,52,7.1,3
358,Rahel Blocher,Switzerland,chemicals,45,7.1,
358,Ralph Lauren,United States,apparel,81,7.1,3
358,Safra siblings,Brazil,banking,,7.1,
358,Stewart and Lynda Resnick,United States,"agriculture, water",,7.1,5
11,Amancio Ortega,Spain,Zara,85,77,3
369,Alexandre Behring,Brazil,investments,54,7,
369,Bajaj brothers,India,diversified,,7,
369,Gustaf Douglas,Sweden,investments,83,7,2
369,Igor Altushkin,Russia,metals,50,7,6
369,Juan Francisco Beckmann Vidal & family,Mexico,tequila,81,7,
369,Ludwig Merckle,Germany,pharmaceuticals,56,7,2
369,"Paul Tudor Jones, II.",United States,hedge funds,66,7,4
369,Richard Kinder,United States,pipelines,76,7,1
369,Stephen Ross,United States,real estate,80,7,4
369,Terry Gou,Taiwan,electronics,70,7,5
369,Vincent BollorÃ© & family,France,investments,69,7,4
638,Andre Esteves,Brazil,banking,52,4.5,3
638,Friedrich Knapp,Germany,fashion retail,70,4.5,3
638,Hu Baifan,China,pharmaceuticals,58,4.5,
638,Igor Olenicoff,United States,real estate,78,4.5,2
638,Jonathan Gray,United States,investments,51,4.5,
638,"Julian Robertson, Jr.",United States,hedge funds,88,4.5,3
638,Miao Hangen,China,"textiles, petrochemicals",56,4.5,
638,Min Kao & family,United States,navigation equipment,72,4.5,2
638,Richard Li,Hong Kong,telecom,54,4.5,3
638,Ron Baron,United States,money management,77,4.5,2
638,Rudolf Maag,Switzerland,medical devices,75,4.5,2
638,Sami Mnaymneh,United States,private equity,59,4.5,
638,Sergei Popov,Russia,banking,49,4.5,2
638,Thomas Pritzker,United States,"hotels, investments",70,4.5,3
638,Tony Tamer,United States,private equity,63,4.5,4
638,Viatcheslav Kantor,Russia,"fertilizer, real estate",67,4.5,5
638,Zhu Baoguo & family,China,pharmaceuticals,59,4.5,
12,Francoise Bettencourt Meyers & family,France,L'OrÃ©al,67,73.6,2
622,Abhay Vakil & family,India,paints,70,4.6,3
622,Bert Beveridge,United States,vodka,59,4.6,3
622,Chen Lip Keong,Malaysia,"casinos, property, energy",73,4.6,3
622,Daniel Ek,Sweden,Spotify,38,4.6,2
622,Denis O'Brien,Ireland,telecom,63,4.6,4
622,Dong Fan,China,medical devices,,4.6,
622,Li Weiguo,China,construction materials,56,4.6,
622,Luis Frias,Brazil,mobile payments,58,4.6,
622,Martin & Olivier Bouygues,France,"construction, media",,4.6,
622,Miuccia Prada,Italy,luxury goods,71,4.6,2
622,Patrizio Bertelli,Italy,luxury goods,75,4.6,2
622,Paul-Heinz Wesjohann & family,Germany,chicken processing,77,4.6,4
622,Peter Gassner,United States,software,56,4.6,2
622,"Robert Rich, Jr.",United States,frozen foods,80,4.6,4
622,Tilman Fertitta,United States,"Houston Rockets, entertainment",63,4.6,4
622,Vladimir Kim,Kazakhstan,mining,60,4.6,3
574,Abdulsamad Rabiu,Nigeria,"cement, sugar",60,4.9,
574,Charles B. Johnson,United States,money management,88,4.9,6
574,Chen Dongsheng,China,insurance,63,4.9,
574,Chip Wilson,Canada,Lululemon,64,4.9,5
574,Howard Schultz,United States,Starbucks,67,4.9,2
574,Joe Lewis,United Kingdom,investments,84,4.9,2
574,Karen Pritzker,United States,"hotels, investments",63,4.9,4
574,Lin Li,China,investments,58,4.9,1
574,Marc Ladreit de Lacharriere,France,finance,80,4.9,4
574,Mark Scheinberg,Canada,online gambling,47,4.9,
574,Peter Thiel,United States,Facebook,53,4.9,
574,Stephen Bisciotti,United States,"staffing, Baltimore Ravens",61,4.9,2
574,Thomas Siebel,United States,business software,68,4.9,4
574,Yasumitsu Shigeta,Japan,mobile phone retailer,56,4.9,3
574,Zhang Fan,China,touch screens,55,4.9,
421,Andreas Halvorsen,Norway,hedge funds,60,6.3,3
421,Andrei Kozitsyn,Russia,metals,60,6.3,1
421,Ashwin Dani & family,India,paints,78,6.3,3
421,Axel Oberwelland,Germany,candy,54,6.3,
421,Murat Ulker,Turkey,food,62,6.3,3
421,Rahul Bajaj,India,diversified,82,6.3,3
421,Shi Yuzhu,China,"online games, investments",58,6.3,1
421,Tsai Eng-meng,Taiwan,"food, beverages",64,6.3,2
421,Wang Junlin,China,liquor,58,6.3,
421,Wang Ning & family,China,toys,34,6.3,
421,You Xiaoping,China,"chemicals, spandex",63,6.3,2
41,Alain Wertheimer,France,Chanel,72,34.5,3
41,Gerard Wertheimer,France,Chanel,70,34.5,2
13,Zhong Shanshan,China,"beverages, pharmaceuticals",66,68.9,
14,Steve Ballmer,United States,Microsoft,65,68.7,3
986,Antonio Del Valle Ruiz & family,Mexico,chemicals,82,3.1,5
986,Artem Khachatryan,Russia,retail,46,3.1,
986,Camilla de Godoy Bueno Grossi,Brazil,medical labs,42,3.1,
986,Chi Yufeng,China,software,50,3.1,
986,Gu Yuhua & family,China,furniture,71,3.1,
986,Hao Hong,United States,pharmaceuticals,65,3.1,
986,Harald Link,Thailand,diversified,66,3.1,2
986,Herb Simon,United States,real estate,86,3.1,8
986,Hoi Kin Hong,Macao,real estate,68,3.1,2
986,Jane Goldman,United States,real estate,65,3.1,2
986,Jerry Speyer,United States,real estate,80,3.1,4
986,Jin Lei,China,pharmaceuticals,55,3.1,
986,John Caudwell,United Kingdom,mobile phones,68,3.1,6
986,John Fisher,United States,Gap,59,3.1,4
986,Li Gaiteng,China,hair dryers,49,3.1,
986,Li Zhongchu,China,software,57,3.1,
986,Martin Ebner,Switzerland,investments,75,3.1,
986,Nie Tengyun & family,China,logistics,45,3.1,
986,Otto Philipp Braun,Germany,medical technology,43,3.1,
986,Penny Pritzker,United States,"hotels, investments",62,3.1,2
986,Prasert Prasarttong-Osoth,Thailand,hospitals,88,3.1,5
986,Sergey Lomakin,Russia,retail,47,3.1,5
234,Friedhelm Loh,Germany,manufacturing,74,9.7,3
234,Iskander Makhmudov,Russia,"mining, metals, machinery",57,9.7,1
234,James Dyson,United Kingdom,vacuums,74,9.7,3
234,Mat Ishbia,United States,â˜…,41,9.7,3
234,Quek Leng Chan,Malaysia,"banking, property",79,9.7,3
234,Savitri Jindal & family,India,steel,71,9.7,9
234,Stefano Pessina,Italy,drugstores,79,9.7,2
440,Charles Dolan & family,United States,cable television,94,6.1,6
440,Henry Samueli,United States,semiconductors,66,6.1,3
440,Huang Li,China,imaging systems,57,6.1,
440,Idan Ofer,Israel,"drilling, shipping",65,6.1,5
440,Law Kar Po,Hong Kong,real estate,72,6.1,3
440,Les Wexner & family,United States,retail,83,6.1,4
440,Li Wa,Hong Kong,real estate,55,6.1,
440,Marcos Galperin,Argentina,e-commerce,,6.1,
440,Mike Adenuga,Nigeria,"telecom, oil",68,6.1,7
440,Odd Reitan & family,Norway,"retail, real estate",69,6.1,2
440,Qian Dongqi & family,China,household appliances,63,6.1,
608,Dona Bertarelli,Switzerland,biotech,53,4.7,
608,Eric Smidt,United States,hardware stores,61,4.7,
608,Hong Jie,China,paint,53,4.7,
608,Ken Langone,United States,investments,85,4.7,3
608,Maria Fernanda Amorim & family,Portugal,"energy, investments",86,4.7,3
608,Mark Walter,United States,finance,60,4.7,1
608,Michael Pieper,Switzerland,kitchen appliances,75,4.7,2
608,Nathan Kirsh,Eswatini (Swaziland),"retail, real estate",89,4.7,3
608,Oleg Tinkov,Russia,banking,53,4.7,3
608,Richard Schulze,United States,Best Buy,80,4.7,10
608,Tang Shing-bor,Hong Kong,real estate,87,4.7,5
608,Tim Sweeney,United States,video games,50,4.7,
608,Wong Luen Hei,China,building materials,59,4.7,
608,Zhou Bajin,China,auto parts,86,4.7,
15,Ma Huateng,China,internet media,49,65.8,
561,Bernard Broermann,Germany,hospitals,77,5,3
561,Charles Simonyi,United States,Microsoft,72,5,2
561,Daniel Ziff,United States,investments,49,5,1
561,Dirk Ziff,United States,investments,57,5,2
561,"Enrique Razon, Jr.",Philippines,ports,61,5,2
561,Jason Chang,Singapore,electronics,77,5,3
561,Joshua Harris,United States,private equity,56,5,5
561,Kate Wang,China,e-cigarettes,39,5,
561,Lin Xiucheng & family,China,electronics,65,5,4
561,Pankaj Patel,India,pharmaceuticals,68,5,2
561,Robert Ziff,United States,investments,54,5,2
561,Vikram Lal & family,India,motorcycles,79,5,3
561,"Walter Scott, Jr. & family",United States,"utilities, telecom",89,5,6
665,Antony Ressler,United States,finance,59,4.3,3
665,Edwin Leong,Hong Kong,real estate,69,4.3,1
665,Eric Lefkofsky,United States,Groupon,51,4.3,3
665,Kerry Stokes,Australia,"construction equipment, media",80,4.3,4
665,Lee Yin Yee,China,glass,69,4.3,
665,Pansy Ho,Hong Kong,casinos,58,4.3,
665,Paul Singer,United States,hedge funds,76,4.3,
665,Pawan Munjal & family,India,motorcycles,67,4.3,3
665,Rakesh Jhunjhunwala,India,investments,60,4.3,3
665,Ralph Dommermuth,Germany,internet service provider,57,4.3,1
665,StÃ©phane Bancel,France,biotech,48,4.3,
665,Steven Udvar-Hazy,United States,aircraft leasing,75,4.3,4
665,Takao Yasuda,Japan,retail,72,4.3,1
665,Thomas Hagen,United States,insurance,85,4.3,2
665,Ye Chenghai & family,Hong Kong,pharmaceuticals,77,4.3,2
16,Carlos Slim Helu & family,Mexico,telecom,81,62.8,6
48,Jacqueline Mars,United States,"candy, pet food",81,31.3,3
48,John Mars,United States,"candy, pet food",85,31.3,3
17,Alice Walton,United States,Walmart,71,61.8,
391,Dmitry Rybolovlev,Russia,fertilizer,54,6.7,2
391,Fredrik Lundberg,Sweden,"real estate, investments",69,6.7,2
391,Hiroshi Mikitani,Japan,online retail,56,6.7,2
391,Jean-Michel Besnier,France,cheese,53,6.7,
391,Kwon Hyuk-bin,South Korea,online games,47,6.7,2
391,Li Haiyan,China,restaurants,,6.7,
391,Marie Besnier Beauvalot,France,cheese,40,6.7,
391,Micky Arison,United States,Carnival Cruises,71,6.7,2
391,Reinhold Schmieding,United States,medical devices,66,6.7,2
18,Jim Walton,United States,Walmart,72,60.2,4
133,Eric Yuan & family,United States,video conferencing,51,14.9,3
133,Georg Schaeffler,Germany,auto parts,56,14.9,4
133,Hinduja brothers,United Kingdom,diversified,,14.9,
133,Lakshmi Mittal,India,steel,70,14.9,2
19,Rob Walton,United States,Walmart,76,59.5,3
89,Li Shufu,China,automobiles,57,19.7,
89,Michael Hartono,Indonesia,"banking, tobacco",81,19.7,4
89,Zhong Huijuan,China,pharmaceuticals,60,19.7,
20,Michael Bloomberg,United States,Bloomberg LP,79,59,2
344,David Shaw,United States,hedge funds,70,7.3,3
344,Henry Kravis,United States,private equity,77,7.3,2
344,Lai Meisong,China,package delivery,50,7.3,
344,Laurent Dassault,France,diversified,67,7.3,2
344,Marie-HÃ©lÃ¨ne Habert,France,diversified,56,7.3,
344,Pham Nhat Vuong,Vietnam,diversified,52,7.3,3
344,Sandra Ortega Mera,Spain,Zara,52,7.3,3
344,Thierry Dassault,France,diversified,64,7.3,
297,Bubba Cathy,United States,Chick-fil-A,67,8.3,6
297,Dan Cathy,United States,Chick-fil-A,68,8.3,2
297,Hasso Plattner & family,Germany,software,77,8.3,2
297,Jay Y. Lee,South Korea,Samsung,52,8.3,2
297,Kushal Pal Singh,India,real estate,89,8.3,3
297,Nassef Sawiris,Egypt,"construction, investments",60,8.3,4
297,Pan Dong,Canada,consumer goods,56,8.3,
476,Ananda Krishnan,Malaysia,"telecoms, media, oil-services",83,5.8,3
476,Augusto & Giorgio Perfetti,Italy,candy,,5.8,
476,Chan Laiwa & family,China,real estate,80,5.8,3
476,Douglas Leone,United States,venture capital,63,5.8,4
476,George Kaiser,United States,"oil & gas, banking",78,5.8,3
476,Li Chunan,China,renewable energy,52,5.8,
476,Li Ping,Hong Kong,batteries,,5.8,
476,Maria Asuncion Aramburuzabala & family,Mexico,"beer, investments",58,5.8,2
476,Meg Whitman,United States,eBay,64,5.8,2
476,William Li,China,electric vehicles,46,5.8,
539,Akio Nitori,Japan,home furnishings,77,5.2,
539,David Velez,Colombia,fintech,39,5.2,
539,Frank Lowy,Australia,shopping malls,90,5.2,3
539,Gary Rollins,United States,pest control,76,5.2,4
539,Giuseppe De'Longhi & family,Italy,coffee makers,82,5.2,2
539,Joe Mansueto,United States,investment research,64,5.2,3
539,John Brown,United States,medical equipment,86,5.2,2
539,Neil Shen,China,venture capital,53,5.2,
539,Ruan Hongliang & family,China,glass,60,5.2,
539,Teddy Sagi,Israel,gambling software,49,5.2,6
539,Wong Man Li,Hong Kong,furniture,56,5.2,2
486,Andrew Currie,United Kingdom,chemicals,65,5.7,
486,Emanuele (Lino) Saputo & family,Canada,cheese,84,5.7,3
486,Fred Smith,United States,FedEx,,5.7,
486,John Reece,United Kingdom,chemicals,64,5.7,
486,Michael Moritz,United States,venture capital,66,5.7,2
486,Michel Leclercq & family,France,sporting goods,81,5.7,4
486,Neil Bluhm,United States,real estate,83,5.7,3
486,Nicolas Puech,France,Hermes,78,5.7,
486,Teh Hong Piow,Malaysia,banking,91,5.7,4
486,Tom Gores,United States,private equity,56,5.7,3
550,Gustavo Denegri,Italy,biotech,84,5.1,2
550,Lee Yeow Chor & Yeow Seng,Malaysia,"palm oil, property",,5.1,
550,Mahendra Choksi & family,India,paints,80,5.1,2
550,Michael Herz,Germany,coffee,77,5.1,
550,Patrick Lee,Hong Kong,paper,79,5.1,5
550,Pierre Chen,Taiwan,electronics,64,5.1,3
550,Reed Hastings,United States,Netflix,60,5.1,2
550,Robert Bass,United States,"oil, investments",73,5.1,4
550,Theo Mueller,Germany,dairy,81,5.1,9
550,Wolfgang Herz,Germany,coffee,70,5.1,
550,Wu Guanjiang & family,China,pharmaceuticals,52,5.1,
53,Hui Ka Yan,China,real estate,62,27.7,2
53,Susanne Klatten,Germany,"BMW, pharmaceuticals",59,27.7,3
21,Colin Zheng Huang,China,e-commerce,41,55.3,
256,David Sun,United States,computer hardware,69,9.1,2
256,John Tu,United States,computer hardware,79,9.1,2
256,Lam Wai-ying,Hong Kong,smartphone screens,,9.1,
256,Lu Xiangyang,China,"automobiles, batteries",58,9.1,
256,Massimiliana Landini Aleotti & family,Italy,pharmaceuticals,78,9.1,2
256,Wolfgang Marguerre & family,Germany,pharmaceuticals,79,9.1,3
316,Alexei Kuzmichev,Russia,"oil, banking, telecom",58,7.8,3
316,John Malone,United States,cable television,80,7.8,2
316,Kei Hoi Pang,China,real estate,55,7.8,
316,Marijke Mars,United States,"candy, pet food",56,7.8,
316,Pamela Mars,United States,"candy, pet food",60,7.8,3
